base_name,combined_filename,filename,foreground_pixels,foreground_ratio,image_path,image_sha256,mask_path,mask_sha256,old_split,relative_path,sample_id,source_dataset,split
000228__BEE24-17_000043_det07_tr0006,000228__BEE24-17_000043_det07_tr0006.jpg,000228__BEE24-17_000043_det07_tr0006.jpg,3863,0.521182,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000228__BEE24-17_000043_det07_tr0006.jpg,125624d502304cdb35939b7b830f5cd629b2f6303eba4992666e845e4df63a87,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000228__BEE24-17_000043_det07_tr0006.png,5ec9c145680b299f6aec2f5c8d9f8978e99a88f1f6e41c66e348b7fe7e2bc21a,train,000228\BEE24-17_000043_det07_tr0006.jpg,000228__BEE24-17_000043_det07_tr0006,refined_20260521,train
000230__BEE24-17_000066_det05_tr0010,000230__BEE24-17_000066_det05_tr0010.jpg,000230__BEE24-17_000066_det05_tr0010.jpg,2707,0.507309,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000230__BEE24-17_000066_det05_tr0010.jpg,5c60fc4b6ac7667f4f4e0c6b2ef6dfbcaf84bc7acfd43ab31faa7d35faab7c8c,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000230__BEE24-17_000066_det05_tr0010.png,79905372c76edff7a23df1afd62f1347822d41e3b02606173c476b5653928e87,train,000230\BEE24-17_000066_det05_tr0010.jpg,000230__BEE24-17_000066_det05_tr0010,refined_20260521,train
000248__BEE24-18_000051_det08_tr0021,000248__BEE24-18_000051_det08_tr0021.jpg,000248__BEE24-18_000051_det08_tr0021.jpg,3206,0.434241,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000248__BEE24-18_000051_det08_tr0021.jpg,40ec2c9b16512b046c7044afe4182a192bcf9a78cdfeab2c1c2f318aae958061,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000248__BEE24-18_000051_det08_tr0021.png,a9508c2a84d4455047e2044ff112134ed2a2ad9d08bd405ac22dd09e55db91ac,train,000248\BEE24-18_000051_det08_tr0021.jpg,000248__BEE24-18_000051_det08_tr0021,refined_20260521,train
000249__BEE24-18_000037_det09_tr0010,000249__BEE24-18_000037_det09_tr0010.jpg,000249__BEE24-18_000037_det09_tr0010.jpg,5130,0.479439,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000249__BEE24-18_000037_det09_tr0010.jpg,042b22af52ab839bea74bb949f0f2d1010a4d22160dd6ea29a1624fc05037586,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000249__BEE24-18_000037_det09_tr0010.png,958111f194620f30e791d95e9aec0f3a80376185ec195cf0c5e1f229e4166960,train,000249\BEE24-18_000037_det09_tr0010.jpg,000249__BEE24-18_000037_det09_tr0010,refined_20260521,train
000259__BEE24-19_000011_det02_tr0008,000259__BEE24-19_000011_det02_tr0008.jpg,000259__BEE24-19_000011_det02_tr0008.jpg,3132,0.460588,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000259__BEE24-19_000011_det02_tr0008.jpg,bb2283d56f53bae6c171f7a8f68384cef4f4535419bc2ac79100bc323ec68737,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000259__BEE24-19_000011_det02_tr0008.png,0c7e98f0dfa637c9cb92b52bfa9f1e9f8fc47e6f4be6b915ba84c12d23e37d81,train,000259\BEE24-19_000011_det02_tr0008.jpg,000259__BEE24-19_000011_det02_tr0008,refined_20260521,train
000266__BEE24-19_000057_det02_tr0026,000266__BEE24-19_000057_det02_tr0026.jpg,000266__BEE24-19_000057_det02_tr0026.jpg,3223,0.370460,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000266__BEE24-19_000057_det02_tr0026.jpg,219b9cf3fac183dc203bd2a1a5f540c1a81de0b2bd2bff7beb9a33d3871fa7c7,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000266__BEE24-19_000057_det02_tr0026.png,8d53857eecfec6165c901d0943b6f5c546f226c9f5d45357505f12add0a78c60,train,000266\BEE24-19_000057_det02_tr0026.jpg,000266__BEE24-19_000057_det02_tr0026,refined_20260521,train
000266__BEE24-19_000073_det01_tr0039,000266__BEE24-19_000073_det01_tr0039.jpg,000266__BEE24-19_000073_det01_tr0039.jpg,2490,0.491803,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000266__BEE24-19_000073_det01_tr0039.jpg,a07486fc7a7aa13bc31bc4bd904ba22d9c82837ebf6563727f5728f489fdf6c6,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000266__BEE24-19_000073_det01_tr0039.png,8cd1765dfaf3ccf77c3c96c039fc42d468b890d1ec2ff6c08a9006086c0666b4,train,000266\BEE24-19_000073_det01_tr0039.jpg,000266__BEE24-19_000073_det01_tr0039,refined_20260521,train
000277__BEE24-20_000020_det02_tr0015,000277__BEE24-20_000020_det02_tr0015.jpg,000277__BEE24-20_000020_det02_tr0015.jpg,3175,0.552078,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000277__BEE24-20_000020_det02_tr0015.jpg,50427b275503a68e09980b31b5f353693a4c32c65580465ef8a25737f947ae01,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000277__BEE24-20_000020_det02_tr0015.png,806f4532b5a50c92c14d7caa9be096cbd74cf419f7bbc38caab88b8b991a51c1,train,000277\BEE24-20_000020_det02_tr0015.jpg,000277__BEE24-20_000020_det02_tr0015,refined_20260521,train
000282__BEE24-20_000016_det07_tr0005,000282__BEE24-20_000016_det07_tr0005.jpg,000282__BEE24-20_000016_det07_tr0005.jpg,2765,0.433725,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000282__BEE24-20_000016_det07_tr0005.jpg,d63bb791c89c67b8d69b8a7e21434ba7a9297115397bc47df16ccfc2738569cc,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000282__BEE24-20_000016_det07_tr0005.png,fcfbea97f3c1727f203cce7cfd26b3bcb1b3a17bffb202c795c2efb1c9ecc78f,train,000282\BEE24-20_000016_det07_tr0005.jpg,000282__BEE24-20_000016_det07_tr0005,refined_20260521,train
000284__BEE24-20_000039_det06_tr0010,000284__BEE24-20_000039_det06_tr0010.jpg,000284__BEE24-20_000039_det06_tr0010.jpg,4025,0.410296,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000284__BEE24-20_000039_det06_tr0010.jpg,bdd554b0e4692fa1f7d730bae0400e9c12c6eba9d40727e5ac252f4ed5b523fa,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000284__BEE24-20_000039_det06_tr0010.png,3bfe76a5c5449acdc6194b31a63360ab49904bb3eed5150c7235bb6815a8dc17,train,000284\BEE24-20_000039_det06_tr0010.jpg,000284__BEE24-20_000039_det06_tr0010,refined_20260521,train
000291__BEE24-21_000050_det00_tr0026,000291__BEE24-21_000050_det00_tr0026.jpg,000291__BEE24-21_000050_det00_tr0026.jpg,2586,0.536960,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000291__BEE24-21_000050_det00_tr0026.jpg,b318cb1abbc35240613e0a40c75a332389dcb632c38d3add715c1907e61c299b,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000291__BEE24-21_000050_det00_tr0026.png,a1202a65371d10e72d57e3b10d910ce484fcfbcfce87c5248cb3b0b7184a700a,train,000291\BEE24-21_000050_det00_tr0026.jpg,000291__BEE24-21_000050_det00_tr0026,refined_20260521,train
000296__BEE24-21_000022_det04_tr0011,000296__BEE24-21_000022_det04_tr0011.jpg,000296__BEE24-21_000022_det04_tr0011.jpg,3320,0.520050,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000296__BEE24-21_000022_det04_tr0011.jpg,2620460a69cfd562877c7a8194589c6b307c6a6be9a62ae6cc1dd36016cbf137,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000296__BEE24-21_000022_det04_tr0011.png,0821b7882bfa89eaf45a07d25e447cea39810db8006c30e68b4e3902835b96f0,train,000296\BEE24-21_000022_det04_tr0011.jpg,000296__BEE24-21_000022_det04_tr0011,refined_20260521,train
000297__BEE24-21_000020_det06_tr0009,000297__BEE24-21_000020_det06_tr0009.jpg,000297__BEE24-21_000020_det06_tr0009.jpg,2229,0.402056,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000297__BEE24-21_000020_det06_tr0009.jpg,92e75b4709f2c2bb2b9b3ba0d34b12bcd4a6e749d77c2d5dc9b8f03dc1fc1ab6,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000297__BEE24-21_000020_det06_tr0009.png,645cb0829fab8fe7fa1b8cebc098798d99937c42aa574c1bbb22b8f34b6470f0,train,000297\BEE24-21_000020_det06_tr0009.jpg,000297__BEE24-21_000020_det06_tr0009,refined_20260521,train
000301__BEE24-21_000047_det07_tr0004,000301__BEE24-21_000047_det07_tr0004.jpg,000301__BEE24-21_000047_det07_tr0004.jpg,2570,0.380290,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000301__BEE24-21_000047_det07_tr0004.jpg,907b68fe2cc9a9d83763a83e4c25157cee7ba0e012a826c849a33168edcde2a5,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000301__BEE24-21_000047_det07_tr0004.png,709ff376dc139a7d0837896708b450cc20e64cdb0b34782ef875f6d3298b3399,train,000301\BEE24-21_000047_det07_tr0004.jpg,000301__BEE24-21_000047_det07_tr0004,refined_20260521,train
000301__BEE24-21_000048_det07_tr0005,000301__BEE24-21_000048_det07_tr0005.jpg,000301__BEE24-21_000048_det07_tr0005.jpg,2378,0.401961,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000301__BEE24-21_000048_det07_tr0005.jpg,b0454790bdda815c2285272d75dbbd7a1572c02698f46d0099ffaa4cf8382290,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\masks\000301__BEE24-21_000048_det07_tr0005.png,fa6b9306c00ceee7410a8f4b67137cf235421c5ec4fabc0d80c0dfa437654d0d,train,000301\BEE24-21_000048_det07_tr0005.jpg,000301__BEE24-21_000048_det07_tr0005,refined_20260521,train
