sample_id,filename,split,relative_path,source_image_path,image_sha256,mask_sha256,source_dataset,foreground_pixels,foreground_ratio
000014__001406__BEE24-33_003204_det26_tr0014,000014__001406__BEE24-33_003204_det26_tr0014.jpg,train,001406\BEE24-33_003204_det26_tr0014.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000014__001406__BEE24-33_003204_det26_tr0014.jpg,d374454534dc87abdccfce49944841053c3b0497153ce7a3a9ff9f8bdbe4e7a0,8f963286363638e3a644a0b2562eeb00d433e90f1d2700de9f8080839ce3aa31,,781,0.232233
000015__000899__BEE24-33_000388_det32_tr0011,000015__000899__BEE24-33_000388_det32_tr0011.jpg,train,000899\BEE24-33_000388_det32_tr0011.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000015__000899__BEE24-33_000388_det32_tr0011.jpg,d7aeef50c8b5d5f7365a17a12e9e75f4d8c19f0960c7e1d80cdd3493bcfaf2cd,bde71213758c6f3500b5403e49c381a2af3c3c2d985c29b48c6d5a9f2cee067c,,589,0.188782
000017__000819__BEE24-33_000298_det26_tr0006,000017__000819__BEE24-33_000298_det26_tr0006.jpg,train,000819\BEE24-33_000298_det26_tr0006.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000017__000819__BEE24-33_000298_det26_tr0006.jpg,b90f2834c5299937b23e6a95960dc6333d6959deb5839d957f9c48d91195bab0,5ef4ab86f927ef26ef0fb62ca25e5370622e0377429b612c9e539752dfb96f45,,954,0.317049
000017__BEE24-03_000004_det01_tr0001,000017__BEE24-03_000004_det01_tr0001.jpg,train,000017\BEE24-03_000004_det01_tr0001.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000017__BEE24-03_000004_det01_tr0001.jpg,26edb3772548890dc8d7aacf76a70fe85bf88ec9f0421bbaf109238202174e49,4c457c1397d096cd58f4b31876d222c43525c181a4bacdd28363449aa28a6b5e,refined_20260521,2896,0.599834
000018__001947__BEE24-33_004265_det17_tr0009,000018__001947__BEE24-33_004265_det17_tr0009.jpg,train,001947\BEE24-33_004265_det17_tr0009.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000018__001947__BEE24-33_004265_det17_tr0009.jpg,affa81ba7982edcc27e2beb8c7b4253841e9a8ac7ec6f1172edd0536b19bff76,da79d584dcb76a446c42b4bd5b1b6c40081483404ba4b51ea12b7a3efe7a7164,,659,0.207755
000019__000819__BEE24-33_000301_det25_tr0007,000019__000819__BEE24-33_000301_det25_tr0007.jpg,train,000819\BEE24-33_000301_det25_tr0007.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000019__000819__BEE24-33_000301_det25_tr0007.jpg,e8bc30ec34e56a1a0e624f3b9e78d6d487641f981e7dca4fce4f54192805180b,e8b47049f97eb5f3e45233ce57934dc1e3a146a49ba40356fb6243944b69ea8e,,926,0.307743
000020__001000__BEE24-33_000439_det23_tr0010,000020__001000__BEE24-33_000439_det23_tr0010.jpg,train,001000\BEE24-33_000439_det23_tr0010.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000020__001000__BEE24-33_000439_det23_tr0010.jpg,5bd50b1cf32323f1ecaa42dbcebfd9dacd82c5718041db53381d4c0cdf087f31,74bb22a83a88bf34ddf5267f268a1a2a1642981b1c70332c0c71308df336fccf,,1157,0.378105
000023__001590__BEE24-33_004396_det19_tr0018,000023__001590__BEE24-33_004396_det19_tr0018.jpg,train,001590\BEE24-33_004396_det19_tr0018.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000023__001590__BEE24-33_004396_det19_tr0018.jpg,abe732b320450b8fe3129250de2772b456f9d0966d55b7e836e9c40deea4e753,07caf16a43b6368549b8422e17019d028e4a8c862e4c28493b6fe7e081605be9,,691,0.238276
000024__000539__BEE24-33_000005_det25_tr0003,000024__000539__BEE24-33_000005_det25_tr0003.jpg,train,000539\BEE24-33_000005_det25_tr0003.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000024__000539__BEE24-33_000005_det25_tr0003.jpg,cc38dcc16821da28032a3f787336b114df93ad8f82733ec5a84aee22b8c3604e,e88b86b0d6688d3e5492b6d360a45797b381e52303d14e0ed71742cef79eff8d,,1488,0.429066
000024__BEE24-04_000044_det01_tr0023,000024__BEE24-04_000044_det01_tr0023.jpg,train,000024\BEE24-04_000044_det01_tr0023.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000024__BEE24-04_000044_det01_tr0023.jpg,1ffbe1d7956d7086b1d41cd1e751d8e2fea82e84795a86c9f4cdfd68102d5d77,9e597e6fd35e9b8a3bd8d20e2beaa32e029319c5a63e9e8461990dd102679620,refined_20260521,2193,0.458020
000024__BEE24-04_000073_det00_tr0039,000024__BEE24-04_000073_det00_tr0039.jpg,train,000024\BEE24-04_000073_det00_tr0039.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000024__BEE24-04_000073_det00_tr0039.jpg,b606aed7317d79d1247d43011057de1780ba350f8cc1655ae079fe29888c8d31,0f5561037ec453c84bbba8e40f5b06d267509e5e6f0f2f2d02a04ed6e41da82e,refined_20260521,2825,0.444812
000025__000814__BEE24-33_001019_det42_tr0016,000025__000814__BEE24-33_001019_det42_tr0016.jpg,train,000814\BEE24-33_001019_det42_tr0016.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000025__000814__BEE24-33_001019_det42_tr0016.jpg,de7b55658eaf432244c71e4a07f8992e1892c874ec52803aa07c4ef960384140,d1ce04079704cf515dcd0556e8a948158c4c9c4aef6b0d481917aad4f4f5581d,,1092,0.358033
000026__000612__BEE24-33_000073_det33_tr0000,000026__000612__BEE24-33_000073_det33_tr0000.jpg,train,000612\BEE24-33_000073_det33_tr0000.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000026__000612__BEE24-33_000073_det33_tr0000.jpg,9d7caa59666175f69011bde5299f2088bd83f068ab8e383fce44d86fc2a52dfa,53eb19eccac3291901aaa6a0cce096c2cdefd8633d2a680ebf8de47374249da2,,759,0.244839
000028__001411__BEE24-33_003157_det31_tr0012,000028__001411__BEE24-33_003157_det31_tr0012.jpg,train,001411\BEE24-33_003157_det31_tr0012.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000028__001411__BEE24-33_003157_det31_tr0012.jpg,180f6e5b978e4e2799e64c184d63d543f00aee8ec39c65402c966c29b199382a,fe7f841a1eddea2d638b65ecf9d65d8f5dd822dbc1b4fa75619aab80769362c0,,1162,0.406863
000029__001725__BEE24-33_004793_det36_tr0002,000029__001725__BEE24-33_004793_det36_tr0002.jpg,train,001725\BEE24-33_004793_det36_tr0002.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000029__001725__BEE24-33_004793_det36_tr0002.jpg,4ff94a4c194988a8c28b1ebbef83a5f023683c543613a55d6b8689f651eece2d,00bccf983c22273bbe0b8a494d023693b050b03baa18516a5ac57421df7b8176,,1000,0.333333
000030__000655__BEE24-33_000119_det32_tr0001,000030__000655__BEE24-33_000119_det32_tr0001.jpg,train,000655\BEE24-33_000119_det32_tr0001.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000030__000655__BEE24-33_000119_det32_tr0001.jpg,47c6061383addc95bda2a82a4b712b55581de47d8f47ab2fdb09c974a8ade576,81b16cd811eb7680e23dbeafd9e1c502f8d15f2ff1a4e003f098c8225f8fb794,,1048,0.395173
000030__BEE24-05_000005_det00_tr0002,000030__BEE24-05_000005_det00_tr0002.jpg,train,000030\BEE24-05_000005_det00_tr0002.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000030__BEE24-05_000005_det00_tr0002.jpg,ef9c2318f4c588355b4a8e2941e8d4945006b17a01510c3048ef63503d9e0380,8a1770092f95ad18535a5757ad9b86d747b04453e67d89b2205316fc0b559d89,refined_20260521,2832,0.465025
000031__001577__BEE24-33_004515_det08_tr0020,000031__001577__BEE24-33_004515_det08_tr0020.jpg,train,001577\BEE24-33_004515_det08_tr0020.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000031__001577__BEE24-33_004515_det08_tr0020.jpg,055461043e7503197d859ec9553647cf2639911230fd22190d8ed11b30fb42ec,13c35b122e9f160a367271e89c26b3bd74904fd22b362681b78b6a50360c105c,,917,0.339127
000033__000523__BEE24-33_000067_det03_tr0009,000033__000523__BEE24-33_000067_det03_tr0009.jpg,train,000523\BEE24-33_000067_det03_tr0009.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000033__000523__BEE24-33_000067_det03_tr0009.jpg,f0c726828a9bfa04c384a9d90418e5d072d4df99ff836d2e7dbb839d047a8a31,c0630e388a157b9d7724cdbb6fdefe4e1c1b4ae4af01c658b3c7eeca31054cd4,,866,0.308405
000034__000959__BEE24-33_001346_det27_tr0019,000034__000959__BEE24-33_001346_det27_tr0019.jpg,train,000959\BEE24-33_001346_det27_tr0019.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000034__000959__BEE24-33_001346_det27_tr0019.jpg,2cc52ae0094e7700dc01b93c317a895076fcc7d47322dc532d9e3ed6f074c5c9,84dc010ae9462c5ca4638f1c39da7267240d5012e3acba76d20052940ed4f1ef,,999,0.370000
000035__000836__BEE24-33_000336_det22_tr0007,000035__000836__BEE24-33_000336_det22_tr0007.jpg,train,000836\BEE24-33_000336_det22_tr0007.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000035__000836__BEE24-33_000336_det22_tr0007.jpg,935a13a941b8c3b3a517020ec9e54cb0fc5b6f5ec7e37286a1466d2c1f114c42,112960173a3cb5c36f4907dcbee78b194ded23b4976c7bde3bed212dba4a0741,,1294,0.414744
000036__000523__BEE24-33_000045_det04_tr0005,000036__000523__BEE24-33_000045_det04_tr0005.jpg,train,000523\BEE24-33_000045_det04_tr0005.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000036__000523__BEE24-33_000045_det04_tr0005.jpg,37e4b080130768e804710329e0fee94a7a79db79dcaa43e2597a097e7b59b078,3e239245de33cd979caaf7efa983bf68cde4206c85abc963678405e3049263a3,,1032,0.396770
000038__000655__BEE24-33_000118_det32_tr0000,000038__000655__BEE24-33_000118_det32_tr0000.jpg,train,000655\BEE24-33_000118_det32_tr0000.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000038__000655__BEE24-33_000118_det32_tr0000.jpg,00c73e96d74ef395a5f04c37fe5debfe0a706447a50e738487061bf25b687fb7,db363039960bf1cad334cced4039594b03827164afe820b567a93ff5f2b4a802,,1031,0.388763
000039__000729__BEE24-33_000183_det32_tr0000,000039__000729__BEE24-33_000183_det32_tr0000.jpg,train,000729\BEE24-33_000183_det32_tr0000.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000039__000729__BEE24-33_000183_det32_tr0000.jpg,5fa8406fbc82b5fc53001c0bff827a04f90a1e3b634e5313a7bd503c53a40022,b4e143b230d917a051ba10bd8fe4037399cd75cbf65edccbbff4483fec70029c,,806,0.243799
000040__000688__BEE24-33_000518_det34_tr0000,000040__000688__BEE24-33_000518_det34_tr0000.jpg,train,000688\BEE24-33_000518_det34_tr0000.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000040__000688__BEE24-33_000518_det34_tr0000.jpg,aed4353176ac7f489fe3ec32bbe0d5b6374e4887f4ce62275c30237dc35b3d00,0308123480987817f7dad4f0eb57659bd3c7c9cda13852e989e6ccfbbbaac56a,,1104,0.432941
000041__000537__BEE24-33_000026_det20_tr0014,000041__000537__BEE24-33_000026_det20_tr0014.jpg,train,000537\BEE24-33_000026_det20_tr0014.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000041__000537__BEE24-33_000026_det20_tr0014.jpg,5b4cf2bfcf8182b2ea1cb298b0df7cb7fad8c7e953f4aeeddf9eeaaaa662a791,d09cf0c0040ffa4e67052d0a1ac1419f4cfc9a494354be07ba93d6a782c781fe,,983,0.307957
000041__BEE24-06_000004_det06_tr0001,000041__BEE24-06_000004_det06_tr0001.jpg,train,000041\BEE24-06_000004_det06_tr0001.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000041__BEE24-06_000004_det06_tr0001.jpg,81c8b4bb704f378f74bce4de69ac46a6bc9513c55f103ce2499bc3ac7fb58cf4,ccf623d972e86d15ce502ae1c1fa1554beef843c46bf92d4a3ba6a58c93badb1,refined_20260521,2253,0.469375
000042__BEE24-06_000046_det07_tr0003,000042__BEE24-06_000046_det07_tr0003.jpg,train,000042\BEE24-06_000046_det07_tr0003.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000042__BEE24-06_000046_det07_tr0003.jpg,9930783b7a8acd260eacc5607547cc6fb59bc0664215bd03295c00101d4ff334,9be64d49aa2dd11e5cabb5e42faabc50d484bbecf29325f4bbfa2a8396a3c46d,refined_20260521,2231,0.457923
000043__001342__BEE24-33_003311_det09_tr0021,000043__001342__BEE24-33_003311_det09_tr0021.jpg,train,001342\BEE24-33_003311_det09_tr0021.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000043__001342__BEE24-33_003311_det09_tr0021.jpg,eb5bd8c0338829126c04eb7bbb9b60bf69ebe05aaeb1fe05406b31662af6c7ba,afdc492f76d2cf0369785f4654662c3519e5d996668f5bed8b2f938dc8250cca,,1045,0.373214
000044__000598__BEE24-33_000536_det03_tr0002,000044__000598__BEE24-33_000536_det03_tr0002.jpg,train,000598\BEE24-33_000536_det03_tr0002.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000044__000598__BEE24-33_000536_det03_tr0002.jpg,6ff488f22e3de28c84a76a2be7761ac64ce04bd6263144c56e4dda63e8830193,b1b19c0ffc5bb9c85a29b35e142c65f8b23749d3e7d9737bc467bcb5098e3122,,864,0.325792
000045__000520__BEE24-33_000102_det12_tr0019,000045__000520__BEE24-33_000102_det12_tr0019.jpg,train,000520\BEE24-33_000102_det12_tr0019.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000045__000520__BEE24-33_000102_det12_tr0019.jpg,725eb08ac5196241ddab49c35eba54681bebf0499ba9bee746071aadb6ff8651,c09d04adb9ef147fe61e8e0951c0f8aa55a518f5b4c9018cc3e0d50179886f32,,1099,0.430980
000046__001441__BEE24-33_003309_det33_tr0012,000046__001441__BEE24-33_003309_det33_tr0012.jpg,train,001441\BEE24-33_003309_det33_tr0012.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000046__001441__BEE24-33_003309_det33_tr0012.jpg,f6a42d0350eecf32b81437fa026870504ba4d4bed0d64260d605011478f9826b,006cdd1ffbb301977d23ca2ab0f5d9a6a6c275accb2bacf3ce3c2fb4d2e93b57,,807,0.310385
000047__BEE24-07_000034_det04_tr0017,000047__BEE24-07_000034_det04_tr0017.jpg,train,000047\BEE24-07_000034_det04_tr0017.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000047__BEE24-07_000034_det04_tr0017.jpg,3ab50e638d6fb2a62f3f56a12e40b7fd63ea9e5074439d66052b0e47d40b9b5f,5224ce026f53fe5bd7f01dfd88ede2a662934059c8f5495543b6bd42a1adbb84,refined_20260521,2745,0.557021
000048__001632__BEE24-33_004455_det29_tr0013,000048__001632__BEE24-33_004455_det29_tr0013.jpg,train,001632\BEE24-33_004455_det29_tr0013.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000048__001632__BEE24-33_004455_det29_tr0013.jpg,8e90a9cc34b243ae0101d95c2cf7867b67eae4e1c73c3eab2c5d22ed579a3859,8519c0f7eb0de6562aa85586c0f6f750a4a5af320a2a77b2d6d2fc0d72e3efee,,910,0.280086
000049__000537__BEE24-33_000028_det20_tr0017,000049__000537__BEE24-33_000028_det20_tr0017.jpg,train,000537\BEE24-33_000028_det20_tr0017.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000049__000537__BEE24-33_000028_det20_tr0017.jpg,348ec47197a2a058593586291074741a0ac66f4d625acb0a57416c90f0848c2b,3d083099267696f18f2a7e4154b329088eed7f8684c50f06f11e17f683dc6b1d,,1058,0.331454
000051__001849__BEE24-33_001737_det37_tr0002,000051__001849__BEE24-33_001737_det37_tr0002.jpg,train,001849\BEE24-33_001737_det37_tr0002.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000051__001849__BEE24-33_001737_det37_tr0002.jpg,c49114c0ebdb9d3a59c7d0e62120aa825e40d65da8ca1bbf3acda62ad3781803,7c75d6781defcd34ce625f530481ef70071a58194be01dbfa4aa0d31dadb1ca4,,826,0.311463
000052__000542__BEE24-33_000175_det04_tr0016,000052__000542__BEE24-33_000175_det04_tr0016.jpg,train,000542\BEE24-33_000175_det04_tr0016.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000052__000542__BEE24-33_000175_det04_tr0016.jpg,05c2a093fc176c3b75a6688209d024350abcb2196fa5b25a5bf7a63ca332cfdd,5fc9836dfbc7c70b28f83908915b1e717a9313979fadd2e2c1f05ae6ae21ad65,,1328,0.357277
000054__BEE24-08_000035_det00_tr0018,000054__BEE24-08_000035_det00_tr0018.jpg,train,000054\BEE24-08_000035_det00_tr0018.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\data\bee_foreground_refined_20260521\dataset\train\images\000054__BEE24-08_000035_det00_tr0018.jpg,d3f248fb2127af49b7c9daac25dc9d3a4b4bca94f14ec2bd5bf16215d0a5c489,b9a2a01b41b334a447f6d9c4c71fd622812470d67cf8a2e5d2b4b47181a657cd,refined_20260521,1840,0.375510
000055__001849__BEE24-33_001738_det37_tr0003,000055__001849__BEE24-33_001738_det37_tr0003.jpg,train,001849\BEE24-33_001738_det37_tr0003.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000055__001849__BEE24-33_001738_det37_tr0003.jpg,11529a50cc4a5844e4eeab6790d45a34dff3c9fbd0dd09787f2d7ea931419255,3aacabac900e366ab853de4582a66e7b4da477a6c30f628a33369b8a26b3d984,,768,0.289593
000056__000764__BEE24-33_000245_det18_tr0001,000056__000764__BEE24-33_000245_det18_tr0001.jpg,train,000764\BEE24-33_000245_det18_tr0001.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000056__000764__BEE24-33_000245_det18_tr0001.jpg,00359587e27c10f1d5fde459ee2e90638e49c177cc7b864f30479e28da411207,0c2111542fe79254877441b4be2eb0ba602d07074dec24bead574f19a4ef0eb0,,747,0.271242
000057__000729__BEE24-33_000186_det32_tr0003,000057__000729__BEE24-33_000186_det32_tr0003.jpg,train,000729\BEE24-33_000186_det32_tr0003.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000057__000729__BEE24-33_000186_det32_tr0003.jpg,c321bd1911c819b9907f478efcfd875fe6d81de4093e31b4f98562f06d5be9fc,5614f8766c3942d81ae0f37cee2f17bcfe25e36b2aa763c41c445d03fb2951e1,,453,0.137024
000058__001538__BEE24-33_004006_det33_tr0005,000058__001538__BEE24-33_004006_det33_tr0005.jpg,train,001538\BEE24-33_004006_det33_tr0005.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000058__001538__BEE24-33_004006_det33_tr0005.jpg,42bad50f1badcae44fd35cd3075e9e16b6bdf4a9506e3fa17719bd4dfe77cbe2,5e4ffe29ebc7c327e2e10ff29044aab90405a067e5669fb0aaa2b55e876440b2,,1192,0.380102
000060__000836__BEE24-33_000332_det22_tr0006,000060__000836__BEE24-33_000332_det22_tr0006.jpg,train,000836\BEE24-33_000332_det22_tr0006.jpg,D:\personal_resources\CV_research\boxmot\bee_foreground_segmentation_release\outputs\cvat_batches\bee33_clear80_20260521\images\000060__000836__BEE24-33_000332_det22_tr0006.jpg,f91d1468073805df6b86dbb9744d9193d8842184093871a0cf272aabc519508b,f09a0b0a4b52b0eac132f0df34a468624d035bd0ad5bebe337966bf9476c82bb,,1272,0.407692
